pageIndex,area,price,plz,rooms,id
2,53,2500,1007,2.5,3000224242
2,88,2640,1007,3.5,3000195628
2,96,2820,1007,4.5,3000304522
2,90,2870,1007,4,3000204951
2,103,2894,1007,4.5,3000112688
2,101,3000,1007,4.5,3000289383
2,90,3330,1007,4.5,2147905716
1,26,750,1024,1,3000282593
1,77,800,1024,1,3000315833
1,38,990,1024,1.5,3000231298
1,37,1055,1024,1.5,3000250861
1,43,1140,1024,2.5,3000314580
1,40,1180,1024,1.5,3000274451
1,40,1185,1024,1.5,3000277350
1,22,1200,1024,1,3000287579
1,44,1240,1024,2,3000300646
1,100,1300,1024,4,3000143097
1,21,1390,1024,1,3000286678
1,63,1420,1024,3,3000293387
1,87,1710,1024,3.5,3000221151
1,69,1740,1024,3,3000274491
1,69,1740,1024,3,3000280424
1,65,1840,1024,3.5,3000263807
1,72,1865,1024,3.5,3000310274
1,67,1900,1024,3,3000291461
1,96,2220,1024,3.5,3000261714
1,24,840,1025,1,3000271846
1,22,1200,1025,1.5,3000210127
1,43,1250,1025,2,3000311015
1,23,1795,1025,1.5,3000146417
1,63,1890,1025,2.5,3000185665
1,40,1905,1025,1.5,3000168456
1,40,1905,1025,1,3000251177
1,90,2191,1025,3.5,2147993347
1,51,2320,1025,2.5,3000233780
1,85,2512,1025,3.5,3000289529
1,89,2560,1025,3.5,3000314824
1,93,2580,1025,4,3000019438
1,79,2640,1025,3.5,3000263905
1,79,2680,1025,3.5,3000191612
1,86,2780,1025,3.5,3000263903
1,110,2790,1025,4.5,3000291520
1,95,2790,1025,3.5,3000300993
1,85,2800,1025,3.5,3000305700
1,104,2850,1025,3.5,3000246822
1,80,2950,1025,3.5,3000239135
2,118,3195,1003,3.5,2147680034
2,95,3200,1003,3,3000120998
2,104,3210,1003,4.5,3000261366
2,135,3300,1003,1,2147644597
2,78,3400,1003,2.5,3000221350
2,114,3740,1003,4.5,3000188639
2,120,3830,1003,4.5,3000018540
2,121,3835,1003,4.5,2147765794
2,142,3850,1003,5,3000244685
2,110,3870,1003,4.5,3000188640
2,121,3887,1003,4.5,3000009525
2,160,3950,1003,4.5,3000216709
2,,4550,1003,6,3000018351
2,145,5503,1003,5.5,2147804606
2,144,5523,1003,5.5,3000277352
2,145,6093,1003,5.5,3000014103
2,8,108,1003,,3000121603
2,,1990,1009,4.5,3000119256
2,76,2000,1009,3.5,3000221649
2,77,2050,1009,2.5,3000215083
2,103,2060,1009,4,3000256824
2,,2100,1009,3.5,3000233596
2,100,2150,1009,3.5,3000294062
2,81,2150,1009,3.5,2148032887
2,85,2195,1009,3,3000306631
2,,2250,1009,3.5,3000048966
2,63,2250,1009,2.5,3000297381
2,63,2250,1009,2.5,3000199923
2,95,2330,1009,3.5,3000087003
2,95,2330,1009,3,3000221081
2,96,2490,1009,3.5,3000289233
2,85,2500,1009,3.5,3000289509
2,79,2600,1009,3.5,3000312608
2,95,2650,1009,3.5,3000232502
2,82,2651,1009,3.5,3000297874
2,90,2685,1009,4.5,3000312572
2,94,2690,1009,4,3000282818
2,65,1580,1018,3,3000274003
2,65,1585,1018,3,3000088533
2,51,1590,1018,2.5,3000190151
2,,1590,1018,2,3000279494
2,53,1620,1018,2,2147883577
2,55,1630,1018,2,3000051779
2,63,1650,1018,3.5,3000304096
2,54,1670,1018,2,3000307355
2,67,1675,1018,3.5,3000313747
2,65,1675,1018,3.5,3000085867
2,,1700,1018,3.5,3000310910
2,67,1725,1018,3.5,3000285510
2,66,1745,1018,3,3000223806
2,61,1750,1018,3,3000296317
2,71,1760,1018,3,3000299506
2,76,1768,1018,2.5,3000288160
2,86,1845,1018,4,3000230676
2,87,1890,1018,3,3000073781
2,87,1895,1018,3,2147795126
2,70,1900,1018,3,3000221354
1,21,800,1028,1,3000233733
1,35,1200,1028,,3000246816
1,43,1380,1028,2,3000265766
1,60,1430,1028,3,3000304181
1,94,1770,1028,4.5,3000306041
1,79,1800,1028,3.5,3000221147
1,74,1910,1028,3.5,3000282594
1,68,1990,1028,3.5,3000233911
1,101,2465,1028,4.5,3000307818
1,,2500,1028,3.5,3000246828
1,100,2550,1028,4.5,3000307819
1,127,2750,1028,5.5,3000185570
1,93,2800,1028,3.5,3000233288
1,150,2900,1028,5,3000223751
1,107,2990,1028,4.5,3000207485
1,115,4800,1028,6.5,3000291436
1,40,1270,1026,2,3000282595
1,40,1280,1026,2,3000253319
1,72,1740,1026,4,3000286200
1,102,2400,1026,3.5,3000232183
1,220,1050,1027,6.5,3000267905
1,,2300,1027,4.5,2147999443
1,110,2700,1027,4.5,3000274444
1,123,2900,1027,4.5,2148025340
1,300,7900,1027,,3000303051
2,,1800,1012,3.5,3000274539
2,80,1930,1012,2.5,3000116918
2,71,1940,1012,3,3000222943
2,69,1940,1012,3,3000221337
2,98,1995,1012,4.5,3000312347
2,90,2085,1012,4,3000274454
2,65,2120,1012,3.5,3000313429
2,,2120,1012,3,2147882272
2,86,2135,1012,3.5,3000290478
2,60,1429,1004,3.5,3000292641
2,,2150,1012,3,3000020342
2,90,2160,1012,3.5,3000213434
2,75,2200,1012,3.5,3000292643
2,72,2270,1012,3,3000145741
2,72,2350,1012,3.5,3000300992
2,116,2390,1012,3,3000068198
2,98,2415,1012,3.5,3000129593
2,90,2420,1012,4,2147861342
2,82,2457,1012,5,2148031756
2,123,2500,1012,4.5,3000280356
2,,2540,1012,4,3000300760
2,50,1430,1004,2.5,3000304035
2,43,1440,1004,2,3000190899
2,48,1450,1004,2.5,3000252427
2,54,1455,1004,2,3000259642
2,,1460,1004,2,3000304397
2,44,1480,1004,2.5,3000267073
2,48,1490,1004,2,3000097345
2,53,1508,1004,2,2148036895
2,59,1543,1004,3,3000202688
2,,1550,1004,2.5,3000289090
2,,1550,1004,2,3000266996
2,53,1585,1004,2,3000145740
2,64,1605,1004,2.5,3000277470
2,59,1637,1004,3,3000264034
2,65,1640,1004,3,3000258963
2,59,1640,1004,3,3000265961
2,62,1650,1004,3.5,3000274069
2,,1650,1004,2.5,3000131176
2,53,1650,1004,2,3000057867
2,76,2223,1022,3.5,2147835412
2,76,2233,1022,3.5,2147835421
2,102,2330,1022,4.5,3000289166
2,90,2460,1022,3,3000300645
2,94,2571,1022,4.5,3000030787
2,96,2667,1022,4.5,2148003948
2,96,2757,1022,4.5,2147835423
2,96,2757,1022,4.5,3000030783
2,102,2761,1022,4.5,3000030784
3,142,4500,1006,4.5,2147948128
2,96,2847,1022,4.5,2147835420
2,156,3060,1022,4.5,3000210644
2,108,3088,1022,4.5,2147835424
2,106,3100,1022,4.5,3000250873
3,175,5038,1006,5.5,3000246809
3,210,5600,1006,7.5,3000279813
3,377,8800,1006,7.5,3000302699
1,,990,1030,1,3000274390
1,23,1027,1030,1,3000274940
1,23,1027,1030,1,3000050207
1,26,1145,1030,1,3000299880
1,26,1156,1030,1,3000286725
1,44,1330,1030,2,3000252397
1,43,1335,1030,2,3000292640
1,48,1340,1030,1,3000311013
1,,1410,1030,2,3000043775
1,49,1427,1030,2,3000221122
1,53,1465,1030,2.5,3000276002
1,59,1490,1030,3.5,3000261759
1,65,1525,1030,3,3000230820
1,42,1540,1030,2.5,3000287576
1,,1550,1030,2,3000114661
3,126,4000,1007,5.5,3000289023
1,53,1585,1030,2.5,3000248144
1,63,1600,1030,2.5,3000176056
1,52,1605,1030,2.5,3000248143
1,52,1625,1030,2.5,3000248222
1,56,1695,1030,3,3000292639
3,102,4061,1007,4.5,3000134323
3,102,4061,1007,4.5,3000067519
3,,4400,1007,4.5,3000018456
3,119,4610,1007,4.5,3000188156
3,150,6215,1007,5.5,3000246811
3,160,8500,1007,4.5,2147911984
3,135,3440,1005,5,3000228400
3,89,3480,1005,3.5,3000250188
3,151,3490,1005,5.5,3000213106
3,,3700,1005,4.5,3000232341
3,170,4200,1005,6,3000235675
3,130,4200,1005,4.5,3000302454
3,200,4300,1005,5.5,3000051139
3,132,4490,1005,4.5,3000249762
3,170,4610,1005,5.5,3000279534
3,200,4700,1005,7.5,3000252672
3,167,4960,1005,5,3000207798
3,144,5000,1005,4,3000217061
3,136,5450,1005,4.5,2147749171
3,300,9900,1005,9,3000077846
3,300,9900,1005,8.5,2147877246
2,46,2950,1025,2.5,3000146416
2,105,2990,1025,4.5,3000085592
2,123,3150,1025,4.5,3000285739
2,123,3150,1025,4.5,3000216907
2,,3300,1025,4.5,3000189750
2,129,3400,1025,5.5,3000231355
2,129,3400,1025,5.5,3000018078
2,130,4340,1025,4.5,3000280291
2,150,4525,1025,5.5,3000186291
2,156,4550,1025,4.5,3000271785
2,188,5800,1025,6.5,3000285502
2,140,5900,1025,6.5,109679256
3,94,2690,1009,3.5,3000194668
3,90,2700,1009,3.5,3000190514
3,90,2700,1009,3.5,3000083165
3,,2700,1009,3.5,3000246766
3,85,2720,1009,3.5,3000254977
3,,2750,1009,3.5,2147993656
3,67,2760,1009,2.5,3000300384
3,,2780,1009,5,3000150464
3,122,2800,1009,5,3000291467
3,100,2800,1009,3.5,3000292426
3,82,2801,1009,3.5,3000246825
3,82,2801,1009,3.5,3000274598
3,114,2850,1009,3.5,3000246812
3,90,2850,1009,3.5,3000260690
3,120,2851,1009,4.5,3000168880
3,,2870,1009,2,3000256900
3,,2900,1009,3.5,3000206356
3,113,2920,1009,5,3000230288
3,55,1930,1018,3.5,3000300945
3,120,3000,1009,4.5,3000310816
3,137,3160,1009,5.5,3000145543
3,63,1980,1018,3.5,3000228665
3,82,2050,1018,3.5,3000306079
3,,2070,1018,2.5,3000246823
3,102,2107,1018,4,3000244724
3,,2150,1018,3,3000270175
3,96,2180,1018,4.5,3000126431
3,73,2190,1018,3.5,3000202001
3,75,2200,1018,4,2148013247
3,100,2400,1018,5,3000244242
3,97,2525,1018,4.5,110318565
3,98,2545,1018,3.5,2148018063
3,120,2690,1018,5,3000218003
3,110,2950,1018,5.5,3000304398
3,110,2990,1018,5.5,3000246772
3,,3350,1018,3.5,3000214124
3,157,4970,1018,5.5,2148031869
2,31,1230,1020,1.5,3000288335
2,25,1280,1020,1.5,3000299858
2,,1330,1020,2.5,3000304099
2,66,1370,1020,2.5,3000306617
2,,1390,1020,2,3000188998
2,,1400,1020,3.5,3000217805
2,,1400,1020,,3000091110
2,57,1415,1020,3.5,3000269537
2,47,1450,1020,2.5,3000235712
2,60,1500,1020,2.5,3000303077
2,55,1515,1020,2.5,3000013486
2,104,2550,1024,3.5,3000246402
2,108,2700,1024,4.5,3000227767
2,60,1530,1020,2.5,3000279967
2,55,1550,1020,2.5,2147789099
2,56,1552,1020,2.5,3000303076
2,51,1560,1020,2.5,3000254969
2,,1590,1020,2.5,3000305664
2,51,1650,1020,2.5,3000287578
2,65,1655,1020,3,3000295992
2,,1670,1020,3.5,3000310667
2,70,1700,1020,2.5,3000254987
2,140,2750,1024,4.5,3000314921
2,130,2840,1024,4.5,3000302848
2,144,2950,1024,4.5,3000225792
2,160,4200,1024,6.5,3000176798
2,170,4450,1024,5.5,3000259669
2,220,5600,1024,7.5,3000280357
1,95,1950,1031,4,3000262077
1,106,1995,1031,4.5,3000076212
1,94,2320,1031,4,2147661366
1,190,2580,1031,3.5,3000225178
1,260,3450,1031,5,3000176836
1,20,900,1032,1,3000289504
1,25,1000,1032,1.5,3000292642
1,30,1190,1032,1.5,3000293393
1,40,1270,1032,2,3000282500
1,49,1540,1032,2,3000289496
1,83,1850,1032,3.5,3000112832
1,100,2480,1032,3.5,3000289499
1,120,2800,1032,4.5,3000289500
1,120,2900,1032,4.5,3000289502
1,24,720,1033,1,3000221141
1,31,953,1033,1.5,3000285158
1,42,970,1033,1.5,3000306622
1,66,1485,1033,2.5,3000274490
1,53,1550,1033,2.5,3000246247
1,54,1552,1033,2.5,3000246249
1,57,1670,1033,2.5,3000246367
1,54,1704,1033,2.5,3000246248
1,53,2020,1033,3.5,3000246366
1,54,2051,1033,3.5,3000246370
1,72,2065,1033,3.5,3000246368
3,,1650,1004,2,3000212622
1,92,2120,1033,3.5,3000259664
1,76,2186,1033,3.5,3000246369
1,100,2200,1033,3.5,3000231292
1,,2200,1033,3.5,3000069739
1,90,2360,1033,3.5,3000291884
1,90,2360,1033,3.5,3000291881
1,90,2460,1033,3.5,3000291883
1,105,2600,1033,4.5,3000315010
1,100,2625,1033,4.5,3000291882
3,,1680,1004,3,3000256850
3,70,1700,1004,3.5,3000028087
3,57,1720,1004,3,3000184350
3,55,1720,1004,2,3000277367
3,75,1730,1004,3,3000274489
3,60,1733,1004,2.5,3000289912
3,67,1750,1004,2.5,3000274939
3,59,1750,1004,2.5,3000300985
3,75,1755,1004,4,3000257115
3,53,1770,1004,2,3000309353
3,77,1830,1004,3,3000271574
3,50,1865,1004,2.5,3000223394
3,82,1890,1004,3.5,3000299732
3,59,1900,1004,2.5,3000219229
3,55,1900,1004,2.5,3000250794
3,88,1925,1004,2.5,3000261348
3,78,1950,1004,3.5,3000304228
3,62,1965,1004,2,3000267120
3,70,1985,1004,2.5,3000153988
1,120,2200,1034,4.5,107661113
1,250,4200,1035,7,3000238044
3,101,2540,1012,3.5,3000215593
3,109,2650,1012,5.5,3000253290
3,106,2660,1012,4.5,3000213433
3,114,2840,1012,5.5,3000240372
3,98,3060,1012,4,3000093695
3,,3255,1012,3.5,3000191618
3,122,3450,1012,4.5,3000288277
3,,3500,1012,4.5,3000012068
3,,4000,1012,5.5,3000280345
1,230,4490,1036,7,3000233101
2,,1707,1030,3,3000302503
2,61,1715,1030,3,3000252255
2,72,1830,1030,3.5,3000276001
2,78,1890,1030,3.5,3000274057
2,91,1900,1030,3.5,2147631815
2,63,1930,1030,4,3000191371
2,78,1930,1030,3.5,3000190959
2,77,1980,1030,3.5,3000286458
2,102,2000,1030,4.5,3000286438
2,72,2045,1030,3.5,3000248220
2,84,2075,1030,3.5,3000101501
2,79,2175,1030,3.5,3000174146
2,78,2175,1030,3,3000236125
2,73,2220,1030,3.5,3000264348
2,86,2450,1030,3.5,3000281297
2,95,2457,1030,4,3000084457
2,100,2495,1030,4.5,3000306850
2,95,2517,1030,4,3000174147
2,95,2517,1030,4,3000007771
2,115,2612,1030,4,3000196584
1,64,1490,1037,3,3000223459
1,,1790,1037,3.5,3000125809
4,110,3200,1009,4.5,3000235643
4,,3350,1009,4,3000215084
4,126,3370,1009,3.5,3000011654
4,115,3385,1009,4.5,3000305214
4,,3385,1009,4.5,3000187774
4,98,3480,1009,3.5,3000194631
4,,3500,1009,6.5,3000075673
4,90,3500,1009,3.5,3000185984
4,130,3600,1009,4.5,3000046195
4,,3800,1009,5.5,3000187753
4,140,3800,1009,4.5,3000288945
4,100,3810,1009,4,3000167779
4,158,3910,1009,8,3000102195
4,,4000,1009,4.5,3000124073
4,,4050,1009,4.5,3000173358
4,123,4100,1009,4.5,3000269526
4,183,4105,1009,7.5,3000194166
4,174,4400,1009,5.5,3000232325
4,200,4500,1009,7.5,3000302187
4,124,4536,1009,3.5,3000303312
3,63,1710,1020,3,3000120253
3,58,1710,1020,3,3000314468
3,55,1780,1020,2.5,3000190717
3,66,1790,1020,3.5,3000282413
3,76,1794,1020,3.5,3000133861
3,64,1800,1020,3,3000221576
3,85,1830,1020,4.5,3000107256
3,,1945,1020,3,3000189000
3,53,2010,1020,3.5,3000206703
3,92,2050,1020,4,3000295384
3,85,2060,1020,3.5,2147707272
3,85,2060,1020,3.5,2147871447
3,,2080,1020,3.5,3000304415
3,,2090,1020,4,3000281176
