pageIndex,area,price,plz,rooms,id
1,109,2910,3012,4.5,3000210462
1,82,2995,3012,2.5,3000281633
1,,3040,3012,6,3000268097
1,,570,3012,,3000311097
1,18,750,3012,,3000313164
1,14,750,3012,,3000246031
1,,1200,3008,,3000238984
1,40,1220,3008,2,3000301057
1,54,1290,3008,2,3000314235
1,76,1420,3008,3.5,3000238527
1,73,1500,3008,3,3000221602
1,73,1520,3008,3,3000152086
1,,1570,3008,3,3000285496
1,143,2600,3011,3,3000268085
1,77,2600,3011,2.5,3000303743
1,127,2790,3011,3,3000257000
1,72,2835,3011,3.5,3000215021
1,111,2990,3011,3.5,3000303956
1,109,2990,3011,3,3000291214
1,64,1490,3013,3,3000291257
1,73,1555,3013,3.5,3000136462
1,54,1580,3013,2.5,3000267982
1,117,3220,3013,4.5,3000268058
1,115,3600,3013,3.5,3000256383
1,115,3600,3013,3.5,3000218501
1,30,755,3012,,3000298125
1,20,1200,3012,1,3000228952
1,28,710,3018,1,3000314402
1,,1570,3008,3,3000285491
1,62,1610,3008,2.5,3000291254
1,53,1690,3008,2,3000270606
1,89,2035,3008,3.5,3000264040
1,95,2160,3008,3.5,3000207922
1,96,2210,3008,4.5,3000286400
1,,3350,3011,4.5,3000225227
1,18,1000,3011,,3000241159
1,22,1430,3011,1,3000301859
1,64,1500,3011,2,3000264817
1,60,1600,3011,2,3000209109
1,60,1705,3011,2.5,3000262545
1,143,3900,3013,3.5,3000256381
1,143,3900,3013,3.5,3000218497
1,134,3900,3013,3.5,3000256382
1,134,3900,3013,3.5,3000218499
1,28,1200,3018,1,3000282194
1,52,1225,3018,2.5,3000300109
1,,1285,3018,3.5,3000251961
1,62,1340,3018,3,3000277395
1,66,1360,3018,3.5,3000186445
1,63,1390,3018,3,3000235784
1,105,2260,3008,4.5,3000023564
1,100,2280,3008,3.5,3000236215
1,117,2299,3008,1,3000036744
1,112,2350,3008,4.5,3000207919
1,88,2425,3008,2.5,3000314578
1,123,2600,3008,4.5,3000248751
1,154,4250,3013,3.5,3000310625
1,154,4250,3013,3.5,3000310473
1,280,5600,3013,7.5,3000310336
1,55,1395,3018,2.5,3000276146
1,55,1440,3018,2.5,3000219287
1,67,1450,3018,3,3000252750
1,51,1470,3018,2.5,3000074170
1,54,1530,3018,3,3000274916
1,,1550,3018,3.5,3000068244
1,,1550,3018,3,3000186079
1,,1590,3018,3,3000293220
1,,1620,3018,3,3000101318
1,59,1700,3018,3,3000172156
1,60,1790,3018,3,3000184726
1,90,1880,3018,4,3000166180
1,89,1975,3018,4.5,3000024684
2,108,2300,3007,5,3000278913
2,89,2310,3007,4,3000207947
2,84,2390,3007,3.5,3000268087
2,134,2800,3007,6,3000128856
2,112,3113,3007,4,3000210953
2,157,3570,3007,4.5,3000205445
1,15,280,3027,,3000312694
1,,590,3027,1,3000300110
1,53,1170,3027,2.5,3000263454
1,,1210,3027,2.5,3000310403
1,,1210,3027,2.5,3000060820
1,,1280,3027,3,3000300737
1,,1290,3027,3.5,3000310404
1,,1295,3027,2.5,3000238963
1,72,1300,3027,3,3000296774
1,,1310,3027,3.5,3000302200
1,68,1320,3027,3.5,3000243924
1,,1390,3027,3,3000304489
1,74,1410,3027,3,3000300756
1,58,1430,3027,3,3000279557
1,,1430,3027,3,3000287907
1,66,1500,3027,3.5,3000235547
1,,1630,3027,3.5,3000184637
1,94,1675,3027,3.5,3000238970
1,92,1780,3027,4.5,3000140780
1,96,1850,3027,4.5,3000140792
2,70,1480,3012,3.5,3000219719
2,70,1550,3012,4,3000242379
2,51,1550,3012,2.5,3000311105
2,120,3200,3012,4.5,3000208807
1,72,1600,3032,3.5,3000153784
1,110,1890,3032,5,2147808833
1,96,1890,3032,4.5,3000140576
1,146,2350,3032,5.5,3000291510
1,131,2900,3032,6.5,3000268029
1,,600,3032,,3000232017
1,90,1480,3035,4,3000298129
2,131,2965,3008,5.5,3000301058
2,,419,3008,,3000286391
2,,876,3008,,3000286392
2,,1220,3008,,2147780667
2,64,1170,3008,2.5,3000298087
2,,1260,3008,2.5,3000289830
2,,1350,3008,3,3000262572
2,60,1450,3008,2.5,3000313158
2,,1570,3008,3,3000300155
2,,1620,3008,3,3000301886
2,,1620,3008,3,3000301867
2,,1800,3008,3,3000294225
1,,1720,3036,4.5,3000282192
2,90,1804,3006,3,3000268021
1,14,590,3036,,3000245281
1,14,590,3036,,3000247268
2,73,1840,3006,3,3000230276
2,65,2000,3006,2.5,3000269475
2,93,2150,3006,4,3000216606
2,93,2170,3006,3.5,3000229978
2,,2170,3006,3.5,3000288085
2,,2170,3006,3.5,3000288084
2,85,2590,3006,3.5,3000130321
2,89,2000,3018,4.5,2148025390
1,143,700,3038,,3000313168
2,,2680,3006,2.5,3000280389
2,104,2785,3006,4.5,3000267978
2,98,2820,3006,3.5,3000215563
2,98,2870,3006,3.5,3000299861
2,110,2990,3006,4.5,3000308138
2,129,5170,3006,4.5,2147978756
2,26,840,3006,1,3000229688
2,15,60,3006,,3000294249
2,101,2320,3018,4.5,3000196971
2,,350,3018,,3000294246
2,16,600,3018,,3000258100
2,,1190,3018,2,3000315127
2,,1200,3018,,3000284652
2,,1590,3018,3,3000291857
2,,1770,3018,4.5,3000311103
2,80,1860,3018,3.5,3000226270
2,36,4500,3018,1.5,3000213609
2,16,300,3006,,3000298120
2,10,300,3006,,3000298131
2,,450,3006,,3000309662
2,17,630,3006,,3000284636
1,70,1790,3037,2.5,3000308059
1,14,580,3033,,3000234468
1,16,849,3037,,3000264795
1,74,1790,3037,2.5,3000275532
1,19,630,3033,,3000289808
1,65,1390,3042,2.5,2147751564
2,116,2435,3027,3.5,3000068245
1,73,1420,3042,4,2147673309
1,78,1490,3042,4,2148009056
1,74,1560,3042,3.5,2147871910
1,111,1870,3042,4.5,3000267486
2,131,2880,3027,4.5,3000236214
2,131,2900,3027,4.5,3000179034
2,,170,3027,1,3000298415
2,12,620,3027,,3000229435
2,68,1368,3027,3.5,3000284639
2,,1480,3027,3.5,3000303687
2,100,2400,3027,4.5,3000209042
1,63,1550,3043,2.5,3000232031
1,151,2295,3045,4.5,110188119
1,110,2680,3045,5.5,3000154411
1,197,3370,3045,7.5,3000297930
1,93,1805,3047,4.5,3000303064
1,,2205,3047,4.5,3000218589
1,116,2250,3047,4,3000184502
1,66,1280,3048,3.5,2148009048
3,80,650,3006,,3000228975
3,,770,3006,,3000308162
3,18,800,3006,,3000294244
3,75,1270,3006,3,3000284661
3,50,1300,3006,2,3000226279
3,70,1370,3006,3,3000284659
3,,1390,3006,2,3000232021
3,,1400,3006,2.5,3000269343
3,70,1515,3006,3.5,3000269377
3,70,1550,3006,3,3000303673
3,,2000,3006,3,3000236411
3,,2120,3006,4.5,3000301846
3,142,2540,3006,4.5,3000275522
1,,760,3052,2,3000302791
1,,880,3052,3.5,3000274008
1,74,1345,3052,3,3000278848
1,75,1390,3052,3.5,3000279986
1,,1390,3052,3.5,3000114484
1,63,1440,3052,3.5,3000227026
1,63,1450,3052,3.5,2147781764
1,60,1460,3052,3,3000214137
1,70,1490,3052,3,3000282616
1,23,700,3053,1,3000295002
1,69,1569,3052,3,3000309369
1,92,1570,3052,2.5,3000127245
1,80,1595,3052,4.5,3000268061
1,67,1600,3052,3,2147944458
1,71,1620,3052,3.5,3000223357
1,82,1630,3052,3.5,3000114780
1,88,1640,3052,3.5,3000293775
1,33,910,3053,1,3000212866
1,33,920,3053,1,3000190776
1,33,945,3053,1,3000225328
1,62,1330,3053,3,3000281699
1,,1395,3053,4,3000286317
1,79,1400,3053,4,3000281700
1,88,1660,3052,3.5,3000228407
1,82,1700,3052,4.5,3000250061
1,71,1700,3052,3.5,3000230278
1,99,1770,3052,4.5,3000222599
1,66,1415,3053,3,3000268022
1,,1435,3053,3.5,3000309974
1,89,1440,3053,4,2147843322
1,,1490,3053,4.5,2147936339
1,,1500,3053,3,3000245370
1,86,1540,3053,3,3000131086
1,82,1550,3053,4.5,3000235681
1,99,1550,3053,4,3000295003
1,86,1570,3053,3,3000131085
1,86,1590,3053,4.5,3000268009
1,88,1590,3053,3.5,3000306158
1,,1632,3053,4.5,3000047682
1,92,1680,3053,4.5,3000197027
1,60,1200,3054,3,3000314997
1,86,1330,3054,4.5,3000278904
1,70,1390,3054,3.5,3000103985
1,127,1800,3054,4.5,3000155346
1,145,2220,3054,4.5,3000070148
1,56,990,3054,2,3000251725
1,100,1650,3054,2.5,3000255544
2,82,1800,3052,3.5,3000153088
2,90,1810,3052,4.5,3000238986
2,111,1910,3052,4,3000136778
2,125,2520,3052,5.5,3000263796
2,,2600,3052,6.5,3000207735
2,9,745,3052,,3000234454
2,17,825,3052,,3000284688
2,,1150,3052,2.5,3000308157
2,,1480,3052,4,3000255487
1,25,895,3063,1,3000274337
2,100,1730,3053,4.5,3000180988
1,70,1290,3063,3,3000271212
1,,1445,3063,3.5,3000150749
1,,1475,3063,4,3000279985
1,82,1555,3063,3.5,3000268107
1,77,1575,3063,3.5,3000268108
1,68,1600,3063,3.5,3000235146
1,68,1610,3063,3.5,3000302413
1,85,1647,3063,3.5,3000304616
2,86,1760,3053,4.5,3000268008
2,84,1790,3053,3.5,3000088393
2,97,1860,3053,4.5,3000268042
2,,1880,3053,5.5,3000268005
2,94,1990,3053,4.5,3000088395
2,94,2000,3053,4.5,3000304569
2,97,2020,3053,4.5,3000306156
2,120,2350,3053,4.5,3000088392
2,130,2510,3053,5.5,3000270719
1,79,1660,3063,4.5,3000304186
1,79,1660,3063,4.5,3000238991
1,85,1670,3063,3.5,3000136422
1,79,1690,3063,4.5,3000238989
1,84,1690,3063,3.5,3000154350
1,83,1690,3063,3.5,3000262017
1,,1750,3063,4.5,3000270802
1,78,1810,3063,3.5,2147640083
1,100,1759,3066,4.5,3000308489
1,90,1880,3063,4.5,3000314442
1,81,1880,3063,3.5,3000257008
1,102,1970,3063,4.5,3000302411
1,,610,3066,1.5,3000300758
1,46,1246,3066,2,3000230273
1,97,1360,3066,3.5,3000250186
1,,1420,3066,3,3000268110
1,89,1480,3066,3.5,2147773626
1,,1490,3066,3.5,3000268109
1,103,1670,3066,4.5,3000212863
1,95,1690,3066,4.5,2147597238
1,,1690,3066,4,3000295782
1,107,1720,3066,5.5,3000198345
1,83,1590,3067,3.5,3000301064
1,83,1750,3066,3.5,3000228406
1,98,1780,3066,5,2147667303
1,99,1790,3066,4.5,3000231264
1,83,1820,3066,3.5,109408376
1,82,1820,3066,3.5,109408378
1,98,1830,3066,5,109408377
1,128,1920,3066,5.5,3000141983
1,,1195,3065,3,3000206998
1,83,1640,3067,3.5,3000084129
1,78,1760,3067,3.5,3000271839
1,105,1825,3067,4.5,3000289215
1,102,2130,3067,4.5,3000304690
1,92,2620,3067,3.5,3000076194
1,153,2870,3067,6.5,3000304187
1,210,4200,3067,5.5,3000288322
1,58,1550,3067,2.5,3000284679
1,,1570,3067,3.5,3000255522
1,,1940,3066,4.5,3000153091
1,106,2080,3066,4.5,2147838912
1,95,1580,3068,3.5,2147830222
1,81,1290,3065,3.5,3000214171
1,99,1520,3065,4.5,3000266730
1,99,1540,3065,4.5,3000196200
1,84,1650,3065,3.5,3000136423
1,84,1690,3065,3,3000153731
1,84,1690,3065,3,3000279744
1,135,2500,3065,5.5,3000278135
1,73,1810,3067,3,3000280710
1,120,2650,3067,4.5,3000224037
1,120,2140,3068,4.5,3000097406
1,156,2600,3068,5.5,2147830290
1,210,3650,3065,7.5,3000086266
1,205,5000,3065,6.5,3000310791
1,85,1335,3065,3.5,3000298090
1,80,1654,3065,3,3000208870
1,67,1430,3072,3,3000299228
1,,910,3072,1.5,3000225395
1,,1165,3072,2,3000224613
1,,1220,3072,2,3000223362
1,53,1240,3072,1.5,2147987402
1,70,1280,3072,3,3000270607
1,54,1280,3072,2.5,3000311641
1,67,1310,3072,3,3000267939
1,60,1360,3072,3,3000230277
1,51,1360,3072,2.5,3000167507
1,56,1370,3072,3,3000300563
1,56,1370,3072,3,3000274345
1,56,1370,3072,3,3000214129
1,52,1370,3072,2.5,3000311376
1,55,1380,3072,3.5,3000276141
1,,1390,3072,3.5,3000245715
1,,1400,3072,3,3000126460
1,,1420,3072,3.5,3000223334
1,59,1435,3072,2.5,2147987401
1,78,1450,3072,3.5,3000298698
1,73,1670,3073,3.5,3000301047
1,73,1720,3073,3.5,3000291123
1,65,1770,3073,3,3000268050
1,85,1790,3073,3.5,3000087662
1,75,1804,3073,3.5,3000150763
1,100,1830,3073,4,3000229594
1,,2098,3073,4.5,3000302322
1,91,2374,3073,4.5,3000238969
1,91,2400,3073,4.5,3000238971
1,103,2460,3073,4.5,3000268048
1,126,2700,3073,5.5,3000309607
1,165,3990,3073,5.5,3000268044
1,73,1563,3073,3.5,3000305393
1,130,1950,3073,4.5,3000246038
1,126,2700,3073,5.5,3000228992
1,15,280,3075,1,3000300279
1,46,1190,3075,2.5,3000300278
1,70,1320,3075,3.5,3000184741
1,68,1330,3075,3,3000076880
1,73,1370,3075,3.5,3000257012
1,73,1460,3075,4.5,3000296778
1,70,1460,3075,3,108348877
1,64,1235,3076,2.5,3000293748
1,72,1500,3075,4.5,2147947751
1,80,1510,3075,4,2147680005
1,96,1645,3075,4.5,3000168921
1,88,1670,3075,4.5,3000108048
1,22,700,3075,,3000222082
1,40,1200,3075,2,3000291861
1,,1720,3075,4.5,3000262566
1,63,1355,3076,2.5,3000271179
1,68,1390,3076,3.5,3000201124
1,85,1540,3076,3.5,3000074234
1,141,1830,3076,3.5,3000219290
1,100,1965,3076,4.5,3000085350
1,180,3100,3076,5.5,3000288820
1,19,795,3076,,3000284670
1,65,1195,3076,3,3000284676
1,,1767,3076,4.5,3000289807
1,90,1392,3078,4,3000263093
1,34,720,3078,1.5,3000232032
2,160,3000,3066,3.5,3000251853
2,162,4000,3066,4.5,3000160762
2,165,4390,3066,5.5,110103072
2,,1480,3066,3.5,3000308190
2,102,2040,3063,4.5,3000044917
2,103,2060,3063,4.5,3000315905
2,,2060,3063,3.5,3000276103
2,119,2110,3063,3.5,2147728049
2,114,2110,3063,3.5,106449629
2,103,2140,3063,4.5,3000221954
2,110,2140,3063,3.5,2147651387
2,114,2150,3063,3.5,3000208252
2,95,2190,3063,4.5,3000296777
2,112,2260,3063,4.5,3000237877
2,100,2290,3063,4.5,3000293199
2,106,2300,3063,3.5,108386434
2,110,2500,3063,5.5,3000196574
2,25,153,3063,1,3000308166
2,,1400,3063,3.5,3000313159
2,77,1650,3063,4,3000311091
2,90,1750,3063,4.5,3000272192
1,25,689,3084,1,3000267961
1,26,695,3084,1,3000267957
1,26,709,3084,1,3000267960
1,,915,3084,1,3000244228
1,49,1219,3084,2,3000267959
1,48,1350,3084,2,3000267975
1,64,1370,3084,3,3000286700
1,58,1385,3084,2,3000267980
1,60,1570,3084,2,3000315746
1,61,1610,3084,3,3000279987
1,81,1670,3084,3.5,3000257688
1,77,1730,3084,3.5,3000302146
1,82,1790,3084,3.5,3000314577
1,81,1790,3084,3.5,3000267940
1,83,1850,3084,3.5,3000251310
1,92,2095,3084,4.5,3000282954
1,110,2500,3084,4,3000313118
1,116,3650,3084,5.5,3000299565
1,57,5200,3084,2,104915799
1,32,1159,3084,1.5,3000216285
1,95,1790,3086,4.5,3000207377
2,61,1460,3072,3.5,3000276276
2,69,1475,3072,3.5,3000267949
2,66,1490,3072,3.5,3000299188
2,64,1490,3072,3.5,3000314524
2,64,1495,3072,3,3000268011
2,,1498,3072,4,3000266006
2,72,1520,3072,3.5,3000238140
2,64,1520,3072,3.5,2147805064
2,68,1530,3072,3.5,3000302779
2,80,1560,3072,3.5,2147714843
2,81,1580,3072,3.5,3000214676
2,75,1590,3072,3,3000268012
2,80,1595,3072,3.5,3000311119
2,83,1660,3072,3.5,3000277198
2,81,1680,3072,4.5,3000288245
2,70,1690,3072,3.5,3000282197
2,,1800,3072,4.5,3000223335
2,115,1820,3072,5.5,3000267946
2,120,1890,3072,5.5,3000292592
2,95,1895,3072,4.5,3000314534
1,84,1700,3088,2.5,3000284682
1,100,1575,3087,4,3000288145
1,,1590,3087,5.5,3000307763
1,80,1695,3074,3,2147692897
1,93,1760,3074,4,3000267990
1,87,1897,3074,4,3000267992
1,96,1990,3074,4.5,3000266898
1,89,1990,3074,3.5,3000267947
1,100,2015,3074,4,2147814659
1,96,2040,3074,4.5,3000266899
1,100,2220,3074,5,3000267991
1,100,2320,3074,3.5,3000300744
1,95,2450,3074,2.5,3000229681
1,142,2500,3074,4.5,3000270877
1,124,2650,3074,5.5,3000267945
1,137,2950,3074,5,3000286497
1,147,3140,3074,4.5,3000267950
1,91,3400,3074,3.5,3000290991
1,60,1430,3074,2.5,3000311085
1,80,1490,3074,3,3000309656
1,96,2320,3074,3.5,3000284628
1,,2320,3074,3.5,3000287581
1,107,1300,3096,3.5,3000216288
2,80,1770,3084,3.5,3000284687
1,35,940,3095,1,3000305905
1,70,1750,3095,3.5,3000268062
1,87,1775,3095,4.5,3000274369
1,140,3000,3095,4.5,2147998230
1,,324,3095,,3000180845
1,,1850,3095,3.5,3000284618
1,,1645,3097,2.5,3000315888
1,39,710,3097,1.5,3000313797
1,69,1440,3097,3.5,3000294756
1,63,1460,3097,3,3000310164
1,70,1480,3097,3,3000096406
1,65,1480,3097,3,3000304279
1,78,1490,3097,2.5,3000274550
1,70,1500,3097,3,3000212114
1,68,1550,3097,3.5,3000129590
1,64,1575,3097,3.5,3000279484
1,63,1660,3097,2.5,3000234697
1,90,1790,3097,4.5,3000117479
1,82,1800,3097,,3000234694
1,90,1940,3097,3.5,106923496
1,85,1978,3097,4,3000290949
1,85,1995,3097,3.5,3000234695
1,112,2120,3097,,3000027681
1,90,2299,3097,4.5,3000290948
1,110,2390,3097,3.5,3000264097
1,107,2480,3097,4,3000306155
1,102,1750,3099,4.5,3000039736
1,82,1100,3099,3,3000247279
1,120,1500,3099,5,3000311096
1,150,1500,3099,4,3000308171
3,95,1950,3072,4.5,3000248730
3,,1960,3072,4.5,3000293193
3,93,1980,3072,4.5,3000091706
3,110,2195,3072,5.5,3000250059
3,112,2260,3072,5.5,3000029173
3,117,2702,3072,5.5,3000288246
3,77,5850,3072,3.5,104892453
1,50,1250,3098,2.5,3000300111
1,51,1300,3098,2.5,3000150764
1,,1350,3098,3.5,3000187652
1,62,1400,3098,3.5,3000232782
1,65,1450,3098,3,3000244364
1,73,1600,3098,3,3000252632
1,105,1765,3098,4.5,3000290517
1,107,2295,3098,4.5,3000256447
1,281,4000,3098,4.5,3000280747
1,35,960,3098,1.5,3000279182
1,54,1028,3098,1.5,3000267977
1,79,1460,3098,3.5,3000225201
1,69,1470,3098,3,3000316039
1,83,1480,3098,2.5,3000221922
1,71,1550,3098,3.5,3000279186
1,89,1570,3098,3.5,3000257016
1,76,1610,3098,3.5,3000202821
1,73,1610,3098,3.5,3000239345
1,93,1620,3098,3.5,3000257015
1,73,1720,3098,3.5,2147784810
2,139,2500,3097,,2147871918
2,128,3020,3097,4.5,3000157148
2,122,3230,3097,5,3000067338
2,20,750,3097,,3000207330
2,,1450,3097,3.5,3000255542
2,,1450,3097,3,3000298108
1,95,1980,3112,3.5,3000303592
1,87,1730,3112,3.5,3000280722
1,67,1301,3113,3.5,3000213031
1,70,1310,3113,3,3000268041
1,64,1340,3113,3.5,3000257022
1,67,1490,3113,3.5,3000286360
1,102,1960,3113,5.5,3000183521
1,90,1400,3113,4,3000272200
2,80,1730,3098,3,3000273877
2,73,1740,3098,3.5,3000274936
2,91,1810,3098,4.5,3000279185
2,84,1830,3098,3.5,3000193981
2,91,1840,3098,4.5,2147915593
2,94,1850,3098,4.5,3000222291
2,107,1900,3098,4.5,3000305858
2,91,1900,3098,4.5,2147819917
2,113,1960,3098,3.5,2148011028
2,107,1995,3098,4.5,3000285545
2,100,1995,3098,4.5,3000304444
2,,2060,3098,5.5,3000310040
2,100,2090,3098,4.5,3000190774
2,107,2140,3098,4.5,3000247188
2,101,2170,3098,4.5,3000269706
2,150,2350,3098,4.5,3000257014
2,15,125,3098,,3000302017
2,,175,3098,1,3000279922
2,11,600,3098,,3000294222
2,,832,3098,1.5,3000294245
1,90,1590,3114,4.5,3000173618
1,107,2200,3114,3.5,3000268113
1,,1680,3114,3.5,3000280701
1,30,950,3116,1,3000305387
1,,1100,3116,2,3000264784
1,,720,3110,1,3000242398
1,65,1190,3110,2.5,3000227021
1,42,1210,3110,2.5,3000222601
1,75,1330,3110,3.5,3000295004
1,65,1330,3110,3.5,3000268031
1,69,1350,3110,3.5,3000267995
1,66,1360,3110,3.5,3000205657
1,60,1390,3110,3,3000137462
1,73,1470,3110,3,3000290553
1,65,1470,3110,2.5,3000153097
1,79,1480,3110,4.5,3000268028
1,77,1490,3110,3.5,3000267979
1,70,1500,3110,3,3000284403
1,70,1510,3110,3,3000015715
1,67,1540,3110,4,3000270605
1,61,1550,3110,2.5,3000193413
1,,1570,3110,4,3000267997
1,65,1600,3110,2.5,3000150231
1,78,1640,3110,3.5,3000133892
1,75,1650,3110,3.5,3000174593
1,33,780,3122,1,3000305920
1,50,1170,3122,2,3000267972
1,55,1200,3122,2.5,3000305105
1,50,1240,3122,2.5,3000278067
1,,1320,3122,3.5,3000276940
1,70,1500,3122,3.5,3000291762
1,60,1580,3122,2.5,3000201121
1,77,1640,3122,3,3000257026
1,82,1670,3122,3.5,3000221621
1,91,1710,3122,4.5,3000277392
1,102,1810,3122,4,3000257024
1,107,2290,3122,4.5,3000217539
1,170,2875,3122,4.5,3000311004
1,,95,3122,,3000277393
1,16,370,3122,,3000300169
1,33,780,3122,1,3000308154
1,70,1400,3122,3.5,3000213625
1,160,2200,3122,5.5,3000247288
1,107,2290,3122,4.5,3000298096
1,28,850,3123,1.5,3000261321
1,65,1190,3123,3,3000270604
1,82,1320,3123,4.5,3000232775
1,73,1377,3123,3.5,3000204932
1,82,1390,3123,4,3000239477
1,70,1390,3123,3.5,3000220185
1,,1440,3123,4,3000120925
1,85,1490,3123,3.5,3000289760
1,67,1500,3123,3.5,3000246840
1,92,1600,3123,4,3000159560
1,89,1630,3123,4.5,2147936346
1,75,1640,3123,3.5,3000211191
1,83,1650,3123,3,2147989957
1,83,1650,3123,3,108256058
1,70,1250,3126,3,3000290264
1,74,1660,3123,3.5,3000231705
1,88,1690,3123,3.5,3000268055
1,113,1769,3123,5.5,3000154393
1,89,1780,3123,4.5,3000238988
1,102,1850,3123,4,3000314454
1,100,1850,3123,4,108284167
1,150,2190,3126,5.5,3000184957
1,17,540,3126,,3000260212
1,63,1498,3127,2.5,3000184501
1,84,1600,3127,3.5,2148011478
1,91,1870,3127,4.5,3000201493
1,107,1890,3127,4.5,2147659331
1,163,2290,3127,5.5,2147782017
1,51,1410,3125,2.5,3000172893
1,110,1580,3125,4,3000302265
1,80,1760,3125,4.5,2147710633
1,120,1810,3125,4.5,3000245271
1,130,1930,3125,4.5,3000288745
1,103,1590,3128,4.5,3000198409
1,100,1590,3128,4.5,3000198410
1,64,1330,3132,3.5,3000224576
1,72,1334,3132,3.5,3000150761
1,180,2080,3132,5.5,3000262797
3,65,1150,3098,2.5,3000315149
3,65,1150,3098,2.5,3000315145
3,60,1380,3098,4.5,3000262577
3,,1400,3098,3.5,3000215919
3,61,1470,3098,2.5,3000315147
3,81,2300,3098,4.5,3000278185
2,106,1660,3110,5.5,3000304615
2,86,1660,3110,3.5,3000276271
2,79,1660,3110,3.5,2148001087
2,86,1695,3110,3.5,3000312338
2,80,1750,3110,3.5,3000150239
2,93,1760,3110,3,3000061047
2,95,1790,3110,4.5,2147949239
2,88,1880,3110,4.5,3000201122
2,95,1890,3110,4.5,3000312341
2,88,1895,3110,3.5,3000153098
2,92,1900,3110,4.5,3000314821
2,92,1980,3110,4.5,3000267485
2,88,2140,3110,3.5,3000298204
2,130,2150,3110,6,3000258761
2,140,2280,3110,5.5,3000123717
2,121,2690,3110,4.5,3000150225
2,35,800,3110,1,3000315142
2,71,1255,3110,3.5,3000258078
2,66,1255,3110,3.5,3000294253
2,65,1340,3110,3.5,3000216295
2,100,1850,3123,4,2147989959
2,100,1850,3123,4,2147996575
2,105,1860,3123,4.5,3000237733
2,98,1897,3123,4.5,3000177215
2,100,1995,3123,4,3000304589
2,112,2030,3123,5,3000191615
2,112,2030,3123,5,2147989956
2,112,2030,3123,5,3000314449
2,112,2030,3123,5,3000171501
2,112,2030,3123,5,2147989954
2,130,2250,3123,4.5,3000218363
2,119,2280,3123,4.5,3000300682
2,136,2390,3123,5.5,3000263795
2,121,2600,3123,4.5,3000310496
2,,2900,3123,5.5,3000066877
2,150,2970,3123,4.5,3000281680
2,,385,3123,,3000225156
2,21,700,3123,,3000209315
2,60,1300,3123,3.5,3000269388
2,75,1400,3123,3.5,3000207338
1,,1640,3145,4.5,3000240076
1,,530,3145,,3000291858
1,150,2950,3145,5.5,3000284667
1,,3200,3145,7,3000298092
1,,1450,3144,3.5,3000200380
1,79,1480,3144,3.5,3000312872
1,31,820,3144,2,3000269404
1,,1490,3144,3.5,3000236407
1,140,1800,3144,4.5,3000255473
1,121,1800,3144,3.5,3000222096
1,115,1800,3144,3.5,3000305399
1,94,1370,3150,4.5,3000288244
1,,1390,3150,3.5,3000133554
1,,1553,3150,4.5,3000098989
1,139,2080,3150,6.5,3000293756
1,172,2400,3150,3.5,2147953149
1,98,1600,3150,4.5,3000308165
3,67,1350,3110,3,3000308170
3,63,1370,3110,3.5,3000309650
3,120,1580,3110,2.5,3000216302
3,93,1620,3110,4,3000208650
3,60,1680,3110,3.5,3000216304
3,,1720,3110,4,3000255505
3,140,2500,3110,5.5,3000301833
1,80,1490,3152,3.5,3000207341
1,,1295,3154,4.5,2147648815
1,125,1750,3154,5.5,3000313112
1,,1190,3155,4,3000233578
1,125,1730,3155,3.5,3000307666
3,,1420,3123,,3000301866
3,90,1550,3123,4.5,3000213631
3,90,1700,3123,4.5,3000303672
3,119,2280,3123,4.5,3000311093
1,59,1150,3148,3,3000280398
1,152,2245,3173,4.5,3000310765
1,60,1410,3172,3.5,3000170520
1,110,1430,3172,3.5,3000090690
1,63,1470,3172,2.5,3000239962
1,63,1500,3172,2.5,3000313975
1,67,1590,3172,3,3000306065
1,67,1590,3172,3,3000238973
1,75,1830,3172,3.5,3000289761
1,108,2030,3172,4.5,3000158544
1,104,2030,3172,4.5,3000238146
1,104,2030,3172,4.5,3000288994
1,104,2065,3172,4.5,3000312350
1,96,2090,3172,4.5,3000061625
1,120,2630,3172,5.5,3000275831
1,,1020,3172,3,3000308180
1,60,1780,3172,2.5,3000298069
1,80,1800,3172,3.5,3000209131
1,96,1990,3172,4.5,3000249575
1,,740,3174,1,110225177
1,75,1410,3174,3.5,3000265907
1,61,1490,3174,2.5,3000313032
1,,2090,3174,4.5,3000251307
1,15,700,3174,,3000226284
1,144,2500,3174,5.5,3000301865
1,,980,3175,1,3000186624
1,67,1200,3175,3.5,3000240528
1,57,1250,3175,3,3000314678
1,,1380,3175,4,3000025973
1,,1445,3175,3.5,3000197399
1,73,1470,3175,3.5,3000274551
1,123,1490,3175,3.5,3000278648
1,80,1540,3175,4.5,3000174832
1,82,1570,3175,4.5,3000309363
1,82,1575,3175,3.5,3000295728
1,22,635,3176,1,3000302321
1,52,1300,3176,2.5,3000080771
1,65,1330,3176,3.5,3000277389
1,72,1390,3176,3,3000220275
1,66,1440,3176,2.5,3000235680
1,86,1490,3176,4,3000117477
1,85,1560,3176,3.5,3000080778
1,84,1560,3176,3.5,3000080781
1,83,1560,3176,3.5,3000080774
1,83,1560,3176,3.5,3000080767
1,78,1590,3176,4.5,3000268057
1,82,1660,3176,3.5,3000139888
1,,1710,3176,3.5,3000188453
1,170,1725,3176,4.5,3000073460
1,,1820,3176,3.5,3000073461
1,110,1880,3176,4.5,3000310302
